musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
3542,Bağdaş,Kadın,61,Bursa,2643.06
1069,Hidir,Kadın,38,Bursa,1550.88
2213,Denkel,Kadın,29,Gaziantep,697.23
4406,Kınel,Erkek,58,İzmir,4528.58
2920,Şanlı,Kadın,69,İzmir,4291.51
3295,Adviye,Erkek,54,İstanbul,3299.14
4462,Heyvetullah,Erkek,57,Bursa,1250.19
4799,Mefarettin,Erkek,59,Ankara,3929.3
3662,Gülselin,Kadın,56,Gaziantep,4181.69
6372,Mesude,Erkek,43,İstanbul,2918.93
5110,Aran,Erkek,29,Antalya,3836.3
6549,Nejdet,Erkek,27,Gaziantep,4596.75
3945,Toğan,Kadın,69,Ankara,1851.5
9832,Arifcan,Erkek,67,Ankara,1249.54
2645,İlkbahar,Erkek,49,Antalya,950.3
9479,Ledün,Kadın,69,Adana,1439.15
3867,Söyler,Kadın,65,İstanbul,690.36
9081,Börteçin,Erkek,38,Bursa,3035.39
8067,Mükrüme,Kadın,52,Antalya,1439.86
9939,Lüfen,Erkek,68,Konya,3004.58
3963,Türknur,Kadın,64,İzmir,4405.2
6860,Gabel,Erkek,54,Antalya,2558.86
2132,Canal,Erkek,59,Adana,3923.13
1869,Baydu,Kadın,53,Antalya,2036.06
8126,Oranlı,Kadın,19,Antalya,4432.77
7684,Melaha,Erkek,22,Adana,1505.43
2338,Şayan,Kadın,20,İstanbul,3661.43
4871,İsmet,Erkek,48,Konya,692.56
2359,İldem,Erkek,19,Antalya,1266.62
2466,Salkın,Kadın,62,İstanbul,1037.28
1598,Atanur,Kadın,43,Adana,1233.1
7539,Eral,Kadın,34,Bursa,2644.36
2642,Şehamet,Erkek,52,İstanbul,1557.23
7278,Aliseydi,Kadın,29,Antalya,2757.57
9151,Mülâyim,Erkek,69,Adana,650.06
4113,Peren,Erkek,40,Gaziantep,3328.34
4196,Güldam,Erkek,50,Antalya,810.37
8281,Simber,Erkek,62,İstanbul,661.7
7675,Çağdan,Kadın,31,Bursa,483.39
5981,Besin,Kadın,58,Bursa,4838.21
5318,Binışık,Kadın,54,Konya,3629.06
9098,Şuayp,Kadın,59,Bursa,2273.12
8447,Tansığ,Erkek,28,Bursa,2372.27
7199,Bağdat,Kadın,25,Gaziantep,984.29
4468,Karcan,Kadın,40,Bursa,1459.13
4315,Celilay,Kadın,56,Ankara,3276.28
7353,Bengibay,Erkek,57,İzmir,3214.98
8792,Sadittin,Erkek,64,Bursa,906.68
3217,Niğmet,Kadın,41,Antalya,3546.33
9413,Feraye,Kadın,47,Ankara,4172.11
9818,Us,Kadın,19,İstanbul,4019.62
9305,Gülper,Kadın,42,Gaziantep,1442.14
7007,Tüzeer,Erkek,26,Ankara,2285.81
4979,Yağın,Kadın,33,Gaziantep,1300.61
2979,Salami,Erkek,57,Ankara,4161.77
9808,Dilara,Kadın,68,Gaziantep,185.27
5431,Vafir,Erkek,47,Antalya,3231.82
3661,Güneri,Erkek,37,İzmir,1851.85
5235,Güler,Kadın,66,Bursa,291.74
2397,Özbay,Kadın,61,İstanbul,4011.23
2643,Eroğul,Erkek,27,Adana,2897.79
3891,Çağdan,Erkek,47,Bursa,3093.8
7338,Kitan,Kadın,61,Antalya,191.08
1604,Sevdinar,Erkek,57,Gaziantep,3981.19
6052,Şeyda,Erkek,19,Adana,3062.14
7935,Kösemen,Kadın,40,Antalya,3300.19
2396,Apaydın,Erkek,45,İstanbul,777.27
4057,Dilfeza,Erkek,58,İzmir,2983.42
9905,Deniz,Erkek,49,İzmir,556.94
3946,Emrullah,Kadın,69,Antalya,3445.21
7350,Ayyaruk,Kadın,48,Konya,920.13
4855,Esna,Erkek,39,Adana,3045.92
4742,Çinerk,Erkek,67,Antalya,1156.04
2398,Mestur,Kadın,35,İzmir,4104.26
4108,Sami,Kadın,64,Bursa,2616.4
7416,Asım,Erkek,50,Adana,1019.0
7313,Sadeti,Erkek,18,İzmir,4612.43
4164,Nurbanu,Kadın,47,Konya,4328.78
8670,Ünek,Kadın,42,Adana,1511.44
5528,Melihcan,Kadın,33,Konya,4991.52
3080,Sarya,Kadın,67,Ankara,2143.13
9003,Sırriye,Erkek,19,Ankara,2679.39
2429,Huban,Kadın,68,Antalya,3244.38
4081,Akmaner,Erkek,35,İzmir,1661.0
8155,Cevale,Kadın,35,İzmir,3413.24
7044,Özüdoğru,Kadın,18,Bursa,532.75
6745,Delil,Erkek,19,Bursa,3959.85
9421,Şerafeddin,Kadın,31,Antalya,2291.06
1724,Günkurt,Kadın,28,Antalya,1757.99
2075,Altoğan,Kadın,68,İstanbul,1385.44
3585,Dölensoy,Erkek,54,İzmir,3410.96
2748,Batırhan,Kadın,63,Bursa,1653.23
2245,İslime,Kadın,54,Bursa,3314.71
4706,Hoşkadem,Kadın,52,İstanbul,3460.64
5910,Talibe,Erkek,62,Adana,2060.6
5202,Salami,Erkek,32,Konya,3042.84
2667,Sittik,Kadın,61,Ankara,1536.86
9544,Huzuri,Kadın,26,İstanbul,4755.5
4487,Geray,Erkek,49,Adana,3806.94
3771,Ökkaş,Kadın,62,Bursa,3793.95
5845,Yetişal,Erkek,49,Antalya,3961.46
5334,Neptün,Kadın,38,Ankara,3747.17
9499,Gücal,Kadın,69,Konya,3325.09
7081,Maşide,Kadın,43,Adana,1436.22
3069,Köktaş,Kadın,47,İzmir,2345.27
2491,Ergönül,Erkek,18,İzmir,4444.1
5958,Enginiz,Erkek,69,Adana,3384.61
8855,Şuayp,Kadın,23,İstanbul,917.85
4492,Erdibay,Erkek,68,Ankara,4925.25
5931,Hıfzullah,Kadın,30,Bursa,3432.38
3538,Öngen,Erkek,64,Antalya,4210.03
8151,Tüzenur,Erkek,23,İzmir,1073.88
1437,Safet,Kadın,60,Ankara,1637.38
6909,Duruk,Erkek,40,Antalya,1754.18
1797,Nuretdin,Kadın,27,İstanbul,4066.29
2834,Selaheddin,Erkek,62,İstanbul,1177.98
1181,Dolun,Kadın,67,İstanbul,3556.73
1293,Özdoğdu,Erkek,46,Antalya,3678.82
3241,Beyler,Erkek,47,İstanbul,2412.26
5715,Sargın,Erkek,20,Adana,1250.77
1144,Vefia,Erkek,69,Ankara,1162.63
3837,Tanbay,Erkek,68,Antalya,3777.26
5307,Erdogan,Erkek,39,Gaziantep,3198.6
1906,Sami,Kadın,54,İstanbul,2094.14
8970,Birsen,Erkek,35,Gaziantep,3861.16
3361,Risalet,Erkek,69,Konya,2963.31
6623,Abdulsemet,Kadın,23,Konya,2881.62
9611,Ceyhun,Erkek,18,İzmir,2467.66
5263,Dalkılıç,Kadın,61,İzmir,186.57
7676,Yelesen,Kadın,43,Bursa,1316.19
9756,Büşranur,Kadın,39,Konya,1579.04
1719,Sabih,Erkek,23,Gaziantep,2813.54
1525,Dinçsü,Erkek,30,Antalya,4571.08
6103,Uzbay,Kadın,27,Konya,3647.97
6024,Eriş,Kadın,60,Bursa,1401.51
3488,Annak,Erkek,36,İstanbul,564.28
1635,N˜zamett˜n,Erkek,56,Bursa,883.36
9500,Gözel,Kadın,39,Bursa,4455.37
5138,Tayyip,Erkek,69,Bursa,2064.34
2925,Nazlim,Kadın,23,Gaziantep,1611.56
1696,Alaz,Erkek,36,Gaziantep,1507.6
9430,Asalet,Erkek,49,Ankara,3068.36
5806,Selvi,Erkek,55,Gaziantep,633.48
1368,Ongay,Erkek,65,Bursa,484.79
7849,Zülbiye,Kadın,30,Konya,4854.54
6431,Şehreban,Kadın,35,Konya,2698.73
6922,Şahıgül,Erkek,66,Bursa,3385.21
8347,Ümmet,Erkek,50,İzmir,4694.71
1823,Türkalp,Kadın,47,Gaziantep,4134.59
7075,İmrihan,Kadın,56,Antalya,1358.02
4437,Tasvir,Erkek,27,Ankara,1495.9
5498,Göksev,Erkek,24,Bursa,3653.38
5406,Bergen,Kadın,22,Ankara,3231.36
5275,Serfinaz,Kadın,28,Antalya,878.41
6674,Kader,Erkek,43,Ankara,2908.01
3884,Yargı,Erkek,51,Antalya,4675.54
3422,Otay,Erkek,47,Bursa,1595.84
8216,Turgut,Erkek,58,Gaziantep,4148.8
8780,Nefiye,Erkek,61,Gaziantep,4556.35
8589,Alaeddin,Erkek,33,Ankara,2797.97
7720,Nezihi,Kadın,28,Ankara,2541.24
3973,Aytöz,Kadın,49,İstanbul,4436.27
1794,Artan,Kadın,50,Ankara,3264.46
8614,Bozerk,Kadın,41,Konya,773.63
7809,Tansığ,Kadın,18,Ankara,2834.52
9989,Şendoğan,Kadın,61,Adana,2104.81
9417,Monis,Erkek,44,Bursa,4226.74
5951,Günşen,Kadın,57,Antalya,2641.6
7349,Tuyuğ,Erkek,64,İzmir,1765.36
6223,Günkurt,Erkek,48,Gaziantep,4106.97
1584,Bilkay,Erkek,60,Ankara,4993.77
6526,Sağıt,Erkek,38,Antalya,1722.66
5389,Muhammet,Kadın,43,Bursa,702.3
2962,Şilan,Erkek,52,İstanbul,3025.79
1901,Törel,Kadın,67,Gaziantep,4972.73
2644,Rezin,Kadın,22,İstanbul,4822.08
5671,Tunçboğa,Kadın,53,Ankara,3967.46
1681,Torhan,Erkek,63,Gaziantep,1440.02
1863,Sayın,Erkek,67,Ankara,2788.74
7190,Mutluhan,Erkek,22,İstanbul,2833.37
6061,Maşide,Erkek,35,Antalya,4560.13
7174,İmren,Kadın,42,Gaziantep,3894.54
1753,Ismık,Erkek,29,Bursa,771.32
6102,Erbil,Erkek,18,Antalya,1479.61
7056,Tagangül,Erkek,48,Ankara,1360.24
1325,Çopur,Kadın,45,Antalya,3117.22
2479,Önsal,Kadın,41,Ankara,1078.97
5109,Mukbile,Erkek,20,Konya,4111.46
2470,Ramadan,Erkek,22,Konya,1181.82
5814,Özpetek,Kadın,52,İzmir,351.0
6449,Mesude,Erkek,29,Bursa,1642.51
3893,Haliye,Kadın,58,Adana,1291.77
3030,Sernur,Kadın,68,İzmir,3852.27
5098,İncifir,Erkek,25,Adana,4480.42
8008,Nehip,Kadın,39,Konya,4231.73
8320,Erdogan,Kadın,26,Ankara,2076.38
1357,Hanim,Kadın,58,Konya,3813.53
4804,Ensari,Kadın,45,İzmir,4310.17
1677,Ayasun,Kadın,42,Konya,2997.51
8883,Kayagün,Erkek,26,Konya,4620.33
4976,Aytuna,Erkek,29,Konya,3888.04
5194,Haluk,Erkek,29,Konya,3360.96
3021,Gülhisar,Erkek,55,Konya,611.27
3148,Cercis,Kadın,52,Adana,3288.83
7277,Gündüzalp,Erkek,67,İzmir,4463.22
3559,Uğurtan,Kadın,18,İstanbul,4358.96
4882,Seyyide,Erkek,54,Bursa,2048.02
8074,Rüşen,Kadın,57,İzmir,542.47
5070,İldeş,Kadın,25,Gaziantep,1302.92
1682,Yönetmen,Kadın,59,Konya,4963.38
5574,Mutluhan,Kadın,21,İstanbul,837.73
2787,Şahinbey,Kadın,28,Gaziantep,3530.15
8655,Ruhugül,Kadın,67,İstanbul,368.91
4509,Artan,Kadın,58,Ankara,3760.15
5335,Sencar,Erkek,68,İstanbul,1245.83
7857,Ecegül,Kadın,52,Adana,3818.97
1063,Sevindik,Erkek,50,Adana,1405.81
6499,Avunç,Erkek,62,Bursa,731.92
3830,Işin,Kadın,32,Adana,1558.58
6468,Sargın,Erkek,30,Gaziantep,1775.74
2325,Yönetmen,Kadın,32,Ankara,4172.86
4801,Selcen,Erkek,67,Bursa,2236.38
2122,Suat,Erkek,24,Adana,107.49
9681,Üstün,Erkek,69,Antalya,4431.36
1045,Atatöre,Kadın,25,Konya,4500.99
3175,Yaşattin,Erkek,42,Konya,3894.72
8475,Kınel,Kadın,39,Adana,110.0
8833,Abdulgazi,Kadın,54,Gaziantep,3726.13
7198,Ünsever,Erkek,60,Ankara,289.67
7990,Basım,Kadın,42,Bursa,4414.47
6828,Arziye,Kadın,26,Ankara,580.89
5843,Cannur,Erkek,52,Adana,280.89
4385,Aran,Kadın,30,İzmir,4022.3
9163,Kâmil,Erkek,38,Konya,924.97
1767,Dilara,Kadın,43,Ankara,2541.79
7262,Noman,Erkek,63,İzmir,3945.19
8631,Tüzenur,Erkek,20,İzmir,322.95
5519,Cabir,Kadın,47,Adana,2036.66
3692,Kibar,Kadın,50,Gaziantep,403.6
3788,Erdogan,Erkek,50,Adana,3026.0
2736,Ezgütekin,Kadın,35,Bursa,626.51
3839,Altoğan,Erkek,54,Ankara,1095.58
2225,Alattin,Erkek,39,Antalya,2068.16
9892,Nevgin,Kadın,30,İstanbul,2844.13
1600,Delil,Kadın,42,Konya,3256.25
9285,Şehreban,Erkek,25,Antalya,2561.39
8652,Özbilge,Kadın,44,Adana,1515.9
4486,Seda,Kadın,58,Antalya,1413.65
8621,Sancak,Kadın,39,Ankara,4595.83
4696,Kırgız,Kadın,66,Adana,4872.93
1084,İsak,Erkek,58,Bursa,913.66
5793,Şefiye,Erkek,29,Ankara,4641.85
9386,Elhan,Erkek,23,Konya,1169.84
3912,Burakhan,Erkek,20,Gaziantep,690.96
1669,Özdoğdu,Kadın,45,Antalya,1319.07
1496,Durgadin,Erkek,37,Antalya,3392.56
7398,Kitan,Kadın,62,Bursa,4074.71
7714,Utkucan,Erkek,57,Ankara,3048.3
8875,Sebattin,Erkek,62,Adana,3673.31
2933,Aksoy,Erkek,22,İstanbul,1748.53
2271,Öncel,Erkek,30,Gaziantep,180.37
5864,Şevketfeza,Kadın,58,Antalya,526.17
9776,Haluk,Kadın,58,İstanbul,1171.11
8063,Emirşan,Erkek,48,Adana,447.78
6138,Erksoy,Kadın,22,Adana,270.35
9347,Fatmanur,Erkek,48,Ankara,1166.33
1015,Zerafet,Kadın,42,Konya,811.78
5911,Nüdret,Erkek,34,Ankara,3901.3
8248,Eflâtun,Erkek,33,İstanbul,813.03
8708,Arısoy,Kadın,62,İzmir,4125.21
9149,Ünsever,Kadın,18,Konya,4223.62
7645,Çolpan,Kadın,47,Bursa,3406.67
2990,Bilender,Erkek,28,Konya,2022.53
3564,Çağdan,Erkek,24,Konya,4887.87
6404,Haluk,Erkek,64,İstanbul,2493.95
6050,Göksev,Erkek,55,Konya,3391.56
4238,Afife,Erkek,67,Konya,3866.22
3824,Arkut,Kadın,27,Ankara,2787.28
6917,Satıa,Erkek,27,Adana,907.03
2319,Yurdanur,Erkek,57,İstanbul,2085.4
7963,Serhatmehmet,Kadın,46,Adana,1197.24
7977,Nasiba,Kadın,21,Konya,3222.37
6924,Gökçe,Kadın,52,Antalya,2599.39
3529,Atılgan,Kadın,23,Konya,194.92
4367,Feza,Erkek,45,Gaziantep,4106.2
4040,Onat,Erkek,26,Adana,1665.23
7685,Muhip,Kadın,46,İzmir,2204.02
5851,Elifnur,Erkek,67,Gaziantep,4405.82
2890,Siti,Kadın,38,Gaziantep,4467.96
3885,Ganiye,Erkek,61,İstanbul,366.84
6071,Gül,Kadın,20,İzmir,2185.05
3872,Dilara,Kadın,20,Ankara,1048.78
6874,Börteçin,Kadın,25,İzmir,4090.22
4866,Örik,Kadın,65,Bursa,776.04
9234,Nezize,Kadın,25,Konya,482.82
2967,Artan,Kadın,24,Bursa,2461.47
5277,Ummahani,Kadın,32,Bursa,4765.09
5261,Semrin,Erkek,20,Ankara,4440.53
8825,Elvan,Erkek,52,Antalya,1799.15
1480,Halenur,Erkek,37,Adana,2422.62
7544,Elifnur,Erkek,47,İzmir,3298.16
5370,Fatigül,Kadın,51,Konya,4055.76
6998,Bekbay,Kadın,48,Konya,322.37
2803,Hamiyet,Kadın,19,Konya,2359.4
6472,Çelem,Kadın,31,Ankara,789.97
7780,İlim,Kadın,69,İzmir,913.34
1013,Dilhuş,Erkek,58,Antalya,3575.91
9926,Karlukhan,Kadın,52,Gaziantep,4177.11
5200,Kıvılcım,Kadın,32,İstanbul,1201.23
8666,Fetullah,Kadın,62,Konya,1071.09
1606,Azade,Kadın,42,İzmir,2837.73
8479,Okseven,Erkek,58,Gaziantep,2181.23
1522,Baba,Erkek,52,Antalya,4795.75
9920,Ümmahan,Kadın,28,Antalya,2014.06
7520,Azade,Erkek,21,İstanbul,1737.03
2757,Vedat,Kadın,42,Bursa,1968.16
1967,Alanalp,Erkek,59,Gaziantep,3879.35
8167,Hanbiken,Kadın,65,Ankara,2850.69
1163,Tekiner,Kadın,23,Bursa,1592.96
4376,Gülcegün,Kadın,52,Ankara,996.26
4267,Ilgı,Kadın,51,İstanbul,2642.93
7599,Vefia,Erkek,57,Gaziantep,4129.67
6966,Sevgen,Kadın,51,Adana,3650.87
2003,Sehel,Erkek,33,Gaziantep,962.91
4170,Hamiyet,Kadın,38,İstanbul,1475.84
9494,Süvari,Kadın,39,İstanbul,3482.57
8214,Şilan,Erkek,53,Adana,3254.89
6710,Ferhan,Erkek,68,Gaziantep,4983.13
1623,Safet,Kadın,31,Gaziantep,2231.36
5652,Zaliha,Kadın,58,Ankara,1318.63
5212,Nades,Kadın,62,Bursa,1823.95
6090,Büşranur,Erkek,30,İstanbul,4225.91
8254,Deniz,Erkek,39,Adana,2953.47
3172,Meşhur,Kadın,27,Antalya,4189.92
1809,Yetişal,Kadın,57,Adana,3071.42
7961,Yaltırak,Kadın,42,Antalya,4649.76
5920,Atalay,Kadın,54,Bursa,2404.41
7869,Nurbanu,Kadın,67,Bursa,4019.08
4974,Heyvetullah,Kadın,44,Ankara,2283.99
2921,Idık,Kadın,25,Bursa,3912.64
6798,Havse,Kadın,23,Adana,459.44
2164,Nurveren,Kadın,57,Bursa,2359.34
8733,Kösemen,Kadın,48,Antalya,2872.41
1848,Burcuhan,Kadın,43,Antalya,3623.72
1249,Şali,Kadın,27,İstanbul,768.76
9083,Selâtin,Kadın,40,Antalya,4543.55
9451,Korugan,Erkek,49,Antalya,1743.31
9715,Güneri,Erkek,18,İzmir,2227.4
6336,Züfer,Erkek,62,Antalya,3058.65
5546,Duha,Erkek,49,İstanbul,2322.33
4175,Ergener,Erkek,42,Antalya,1325.76
8135,Hayel,Erkek,62,Bursa,4130.01
1211,Piran,Erkek,46,Antalya,225.46
2318,Ümmet,Erkek,54,Konya,4308.95
6501,Birgit,Erkek,55,Gaziantep,2028.16
2511,Atilhan,Kadın,67,Ankara,251.79
7225,Elvan,Kadın,22,Gaziantep,4514.54
5535,Karcan,Kadın,47,İzmir,4917.3
3066,Abdulmenaf,Kadın,63,Adana,639.13
5302,Risalet,Kadın,34,Antalya,4907.1
5181,Asiman,Kadın,20,Adana,4523.89
8007,Ayşan,Kadın,46,İzmir,1126.94
1570,Türkalp,Erkek,37,İstanbul,2135.14
8027,Rasul,Erkek,43,Adana,4086.57
6670,Erbil,Kadın,41,İzmir,3380.9
2884,Çolpan,Erkek,31,İstanbul,4946.52
8830,Münif,Kadın,22,Antalya,2836.39
3523,Nirgül,Erkek,54,İzmir,390.76
3185,Özüdoğru,Kadın,50,Ankara,4652.46
2453,Aygutalp,Erkek,52,Ankara,1261.32
1137,Arısoy,Kadın,41,Konya,4505.59
9556,Fuzuli,Kadın,51,Antalya,626.71
2557,Rebihat,Erkek,58,Adana,4362.44
4637,Borataş,Kadın,58,Adana,2160.54
3606,Dilara,Erkek,60,Bursa,3877.24
5758,Kibar,Erkek,39,İzmir,335.63
5643,Abiye,Kadın,52,Bursa,1195.3
4572,Bilay,Erkek,26,Bursa,1553.99
7587,Günser,Erkek,44,Ankara,3238.45
3799,Arıkol,Kadın,46,İstanbul,2291.12
5819,Borahan,Erkek,20,Ankara,2746.57
6125,Ferinaz,Erkek,45,Bursa,632.16
6406,Oğuzman,Erkek,58,İstanbul,2859.28
9877,Verim,Kadın,59,Bursa,3706.13
6523,Güçyeter,Kadın,33,İzmir,4498.53
8643,Gülçe,Kadın,42,Gaziantep,850.46
3251,Burakhan,Kadın,65,Antalya,314.86
9765,Meyhanim,Erkek,59,Adana,1878.38
2002,Okyalaz,Erkek,38,İstanbul,1181.19
7039,Yaşar,Kadın,21,Antalya,3389.8
9539,Ortak,Erkek,28,Konya,3360.03
4975,Serhatmehmet,Erkek,49,İzmir,4988.06
1298,Aliihsan,Kadın,65,İstanbul,744.82
2250,Gülüs,Erkek,56,Konya,2443.45
3457,Akboğa,Kadın,37,İstanbul,4723.65
3532,Abdülcemal,Erkek,24,İstanbul,3971.65
9941,Sevginur,Erkek,48,Ankara,4515.2
5112,Türcan,Kadın,68,Antalya,802.27
1492,Sezginbaş,Erkek,24,Antalya,3291.69
1707,Savni,Erkek,37,İzmir,4792.89
8548,Nurhayet,Erkek,23,Adana,3261.72
8546,Tansığ,Kadın,50,İstanbul,919.05
3531,Yertan,Kadın,39,Bursa,4111.9
6954,Tarancı,Kadın,33,Konya,2196.5
8755,İldeş,Kadın,43,İstanbul,1803.12
5948,Toktuğ,Erkek,37,İzmir,3379.42
4790,Şerman,Kadın,69,İstanbul,2976.17
3575,Yamin,Erkek,22,Ankara,2664.85
8801,Aksoy,Kadın,60,İstanbul,4327.11
2727,Özgün,Erkek,60,Gaziantep,441.95
9966,Halidun,Erkek,60,Adana,4499.1
8119,Hurşide,Kadın,45,Ankara,2946.46
1827,Erşat,Erkek,65,Gaziantep,2577.37
8065,Muhip,Kadın,18,Gaziantep,214.92
4411,Pirahmet,Kadın,37,Konya,1138.7
6376,Mezide,Kadın,37,Konya,547.25
4898,Rayla,Kadın,20,Adana,1408.69
8133,Hudavent,Erkek,65,Antalya,3371.87
3805,Tayyibe,Kadın,52,Gaziantep,2176.96
9744,Hazine,Erkek,29,Adana,1533.96
9432,Akatay,Kadın,49,Adana,4111.94
7792,Gülinaz,Erkek,23,İstanbul,431.47
3087,Nürice,Kadın,32,İzmir,547.32
5248,Algış,Kadın,69,Bursa,1985.07
2532,Tutkucan,Erkek,24,İstanbul,1135.14
7355,Aydınbey,Kadın,30,Antalya,3228.18
1128,Süzer,Erkek,60,Antalya,191.72
8084,Zeyno,Kadın,40,Bursa,4783.6
4134,Acar,Kadın,68,İstanbul,4361.86
7281,Benol,Kadın,50,İstanbul,2101.04
3084,Vezat,Erkek,33,Bursa,2939.28
8164,Özokçu,Kadın,20,İstanbul,2391.94
9132,Sevcan,Kadın,20,Ankara,2788.75
5062,Gülçe,Kadın,37,Adana,3887.99
3406,İntihap,Kadın,67,Konya,4989.81
6758,Hüda,Erkek,37,Konya,4899.99
7022,Arıkol,Erkek,35,Adana,3311.55
5455,Çamok,Erkek,22,Konya,204.58
9330,Sabır,Kadın,26,Gaziantep,3879.99
6169,Erkan,Kadın,47,Bursa,4304.76
7586,Seha,Erkek,57,Ankara,4571.81
6309,Uluman,Kadın,49,Antalya,3717.05
1447,Halidun,Kadın,28,Ankara,241.13
9435,Dincer,Erkek,44,Antalya,1203.47
1994,Nafii,Kadın,39,İzmir,4443.06
2699,Erkan,Erkek,69,Gaziantep,246.01
3719,Bitül,Kadın,59,Antalya,161.17
9192,Zeride,Kadın,36,Gaziantep,3905.53
7087,Ismık,Erkek,29,Konya,1525.95
9156,Tatu,Erkek,67,Ankara,3088.38
7805,Hami,Kadın,20,Antalya,487.93
4384,Efser,Erkek,43,İzmir,2412.22
8422,Lütfi,Kadın,57,İstanbul,1346.6
5317,Necdat,Erkek,50,Gaziantep,1647.08
7293,Yurdaser,Kadın,52,Bursa,1618.27
3543,Binay,Kadın,44,Gaziantep,4009.43
4083,Tuyuğ,Erkek,18,Gaziantep,1630.99
3160,Dilşat,Kadın,19,Adana,3406.22
9066,Yücelen,Erkek,23,İstanbul,970.04
9429,Cemiyle,Kadın,35,Adana,4752.33
5753,Rıfkıye,Erkek,31,Konya,1441.8
2253,Metinkaya,Kadın,20,Konya,1763.22
5376,Kumral,Kadın,56,Antalya,875.6
5182,Türabi,Erkek,33,Ankara,388.54
7378,Muratcan,Kadın,60,İstanbul,786.09
2411,Sağcan,Erkek,45,Bursa,3812.56
4546,Kalgay,Kadın,68,Antalya,2333.17
9424,Timurtaş,Kadın,34,Antalya,2037.49
8861,Milay,Erkek,68,İzmir,1225.48
4060,Övün,Kadın,54,Gaziantep,1549.28
6166,Tunahan,Erkek,31,Antalya,3376.38
9324,Cemalettin,Kadın,58,Bursa,1531.89
4369,Aslanhan,Kadın,48,Konya,2131.03
3416,Berki,Kadın,55,Adana,3924.76
2481,Erksoy,Erkek,37,Ankara,3564.34
4381,Şenkal,Kadın,25,Konya,1731.28
2032,Akgöl,Kadın,20,İzmir,771.96
6286,Adila,Erkek,66,Adana,1673.88
2997,Eroğul,Erkek,48,Bursa,2660.16
6077,Koçkan,Kadın,27,Adana,4679.49
1700,Elöve,Kadın,69,Antalya,1347.72
6128,Aysevim,Erkek,36,Gaziantep,1199.01
4873,Burakhan,Kadın,37,Gaziantep,1699.31
7396,Hüsnühâl,Kadın,42,Adana,297.73
5362,Sezal,Erkek,19,Ankara,2025.57
6768,Ulakbey,Erkek,39,Antalya,3386.1
2467,Tekecan,Erkek,24,Bursa,150.26
7202,Ünek,Erkek,42,Antalya,1744.73
1262,Yurdanur,Kadın,62,Bursa,3253.91
9164,Sezal,Erkek,61,Ankara,624.32
8774,Şide,Erkek,32,Ankara,1318.58
3138,Merdi,Kadın,26,Bursa,1579.83
6646,Ezgin,Erkek,61,Ankara,3774.06
2863,Taşkan,Erkek,55,Antalya,759.2
5824,Cindoruk,Kadın,54,İstanbul,2729.46
9393,Maksüde,Kadın,61,İstanbul,779.46
7401,Akdurmuş,Kadın,59,Antalya,2186.18
3121,Müzekker,Kadın,56,Konya,2858.57
2391,Nesip,Erkek,38,İzmir,3981.24
3242,Sadat,Kadın,19,Ankara,1200.02
6733,Taçnur,Kadın,32,İzmir,516.89
2109,Nevgin,Erkek,69,Ankara,3859.43
5746,Ağakişi,Kadın,61,Antalya,297.43
4778,Yosma,Erkek,22,Antalya,3485.45
6912,Şennur,Erkek,52,Bursa,1043.64
3519,Aşhan,Kadın,42,Bursa,3000.17
3856,Lütfi,Erkek,55,Gaziantep,4722.35
4695,Abuzar,Erkek,54,Antalya,871.29
1830,Melihcan,Kadın,38,Antalya,4054.24
1726,Sağcan,Kadın,34,İzmir,2138.63
9282,Rayla,Erkek,47,Bursa,2633.86
6298,Nurullah,Kadın,31,Gaziantep,2890.92
8172,Esengün,Erkek,66,Antalya,2644.75
4733,Mahir,Erkek,37,İzmir,4418.49
6617,Özger,Kadın,41,İzmir,2458.69
7059,Abdiş,Kadın,38,Antalya,2664.85
5374,Gülsiye,Kadın,58,İstanbul,168.84
9932,Çelem,Kadın,30,Gaziantep,1779.48
5506,Şavki,Erkek,36,Antalya,3170.57
1841,Atatöre,Kadın,50,Ankara,2705.38
1954,Ergün,Kadın,35,Konya,3746.73
6852,Hükümdar,Erkek,69,Adana,4713.08
5563,Koçkan,Kadın,36,Antalya,4039.64
6093,Hurşide,Kadın,22,Adana,3498.5
7702,Sarıcabay,Kadın,42,Bursa,4740.22
1918,Ahsen,Kadın,41,İstanbul,2879.76
4447,Merva,Kadın,40,Antalya,1785.41
5672,Beyler,Kadın,32,İstanbul,2141.79
5933,Dalan,Kadın,50,Bursa,2261.56
7440,Tuğtaş,Kadın,39,Antalya,1607.27
3025,Toktuğ,Erkek,66,Antalya,388.08
4869,Hafıza,Kadın,52,Ankara,448.55
7483,Nuriyet,Kadın,63,İzmir,4218.71
1402,Ökkaş,Erkek,47,Antalya,3935.92
6554,Alabezek,Erkek,55,Adana,2461.78
2751,Tali,Kadın,24,Konya,1944.67
7570,Zennun,Erkek,69,Gaziantep,1092.64
5071,Günar,Erkek,46,Ankara,2864.48
1375,Şennur,Erkek,51,Konya,681.43
4759,Fügen,Erkek,41,Adana,4917.59
8960,Çağlasın,Erkek,40,Bursa,3957.1
9035,Zoral,Kadın,19,Adana,4087.6
7469,Çetinsu,Kadın,62,Konya,566.53
5831,Almus,Kadın,38,İzmir,2465.56
5998,Çeviköz,Kadın,40,İzmir,844.02
6686,Seblâ,Kadın,20,İstanbul,123.04
